Cluster,Direction,Target,Source,Value
0,RNA -> Protein,APOD,POU2AF1,0.23755098905134756
0,RNA -> Protein,APOD,SDK2,0.17435863597347642
0,RNA -> Protein,APOD,SPP1,0.37713383118342947
0,RNA -> Protein,APOD,TMEM64,0.19302094107447693
0,RNA -> Protein,APOD,TTC39A,0.2400044728125036
0,RNA -> Protein,C11orf96,ADIPOQ,0.1642267115538482
0,RNA -> Protein,C11orf96,AGR2,0.41350562332024315
0,RNA -> Protein,C11orf96,C11orf96,0.7755324065566588
0,RNA -> Protein,C11orf96,CCL14,0.26565370052984616
0,RNA -> Protein,C11orf96,CXCL10,0.3084738198029143
0,RNA -> Protein,C11orf96,DHRS2,0.5886673784231541
0,RNA -> Protein,C11orf96,EGR1,0.9780947606482435
0,RNA -> Protein,C11orf96,FABP4,0.3147560323464029
0,RNA -> Protein,C11orf96,G0S2,0.8710365163495957
0,RNA -> Protein,C11orf96,HVCN1,0.2726790339348155
0,RNA -> Protein,C11orf96,IGHA1,0.5639933655999505
0,RNA -> Protein,C11orf96,KRT19,0.7139045666943944
0,RNA -> Protein,C11orf96,MMP2,0.7139855966590584
0,RNA -> Protein,C11orf96,MUCL1,0.9999999999999999
0,RNA -> Protein,C11orf96,PLA2G2A,0.4333658709696043
0,RNA -> Protein,C11orf96,POU2AF1,0.3889750912260147
0,RNA -> Protein,C11orf96,SDK2,0.5921572767422982
0,RNA -> Protein,C11orf96,SPP1,0.4732187370334216
0,RNA -> Protein,C11orf96,TMEM64,0.5494555859681184
0,RNA -> Protein,C11orf96,TTC39A,0.6320041772076861
0,RNA -> Protein,CCL19,ADIPOQ,0.15265544926218075
0,RNA -> Protein,CCL19,AGR2,0.2776279550967752
0,RNA -> Protein,CCL19,C11orf96,0.14525328778275842
0,RNA -> Protein,CCL19,CCL14,0.6613759884290268
0,RNA -> Protein,CCL19,CXCL10,0.34671122678561667
0,RNA -> Protein,CCL19,DHRS2,0.3281526476632233
0,RNA -> Protein,CCL19,EGR1,0.1651573242733407
0,RNA -> Protein,CCL19,FABP4,0.21210038643223383
0,RNA -> Protein,CCL19,G0S2,0.44676024977171125
0,RNA -> Protein,CCL19,HVCN1,0.2177228082974577
0,RNA -> Protein,CCL19,IGHA1,0.5562496692398193
0,RNA -> Protein,CCL19,KRT19,0.41473506980465613
0,RNA -> Protein,CCL19,MMP2,0.17382509511826338
0,RNA -> Protein,CCL19,MUCL1,0.2893463060421556
0,RNA -> Protein,CCL19,PLA2G2A,0.0948337472024246
0,RNA -> Protein,CCL19,POU2AF1,0.6009181891350999
0,RNA -> Protein,CCL19,SDK2,0.16353908174046386
0,RNA -> Protein,CCL19,SPP1,0.2469317946275547
0,RNA -> Protein,CCL19,TMEM64,0.17531486846025082
0,RNA -> Protein,CCL19,TTC39A,0.29739062242570014
0,RNA -> Protein,CRISPLD2,ADIPOQ,0.11848312032126915
0,RNA -> Protein,CRISPLD2,AGR2,0.3552399294089464
0,RNA -> Protein,CRISPLD2,C11orf96,0.3905163085256309
0,RNA -> Protein,CRISPLD2,CCL14,0.2990179555816506
0,RNA -> Protein,CRISPLD2,CXCL10,0.4340420687298623
0,RNA -> Protein,CRISPLD2,DHRS2,0.6153455670955106
0,RNA -> Protein,CRISPLD2,EGR1,0.8656630408387461
0,RNA -> Protein,CRISPLD2,FABP4,0.34483801517023416
0,RNA -> Protein,CRISPLD2,G0S2,0.42780435230373687
0,RNA -> Protein,CRISPLD2,HVCN1,0.18303069765952396
0,RNA -> Protein,CRISPLD2,IGHA1,0.33280052330199
0,RNA -> Protein,CRISPLD2,KRT19,0.629150412580643
0,RNA -> Protein,CRISPLD2,MMP2,0.6599345622083495
0,RNA -> Protein,CRISPLD2,MUCL1,0.6597029792620974
0,RNA -> Protein,CRISPLD2,PLA2G2A,0.5202203870696034
0,RNA -> Protein,CRISPLD2,POU2AF1,0.3617352636656742
0,RNA -> Protein,CRISPLD2,SDK2,0.45691829528455336
0,RNA -> Protein,CRISPLD2,SPP1,0.2889760093777934
0,RNA -> Protein,CRISPLD2,TMEM64,0.46430574692115334
0,RNA -> Protein,CRISPLD2,TTC39A,0.4415662814707477
0,RNA -> Protein,CXCL10,ADIPOQ,0.05667284067938648
0,RNA -> Protein,CXCL10,AGR2,0.20878228550802844
0,RNA -> Protein,CXCL10,C11orf96,0.11952446855838665
0,RNA -> Protein,CXCL10,CCL14,0.12152867805887184
0,RNA -> Protein,CXCL10,CXCL10,0.4843788919740434
0,RNA -> Protein,CXCL10,DHRS2,0.6051330243647095
0,RNA -> Protein,CXCL10,EGR1,0.14194352314534278
0,RNA -> Protein,CXCL10,FABP4,0.14818344888021218
0,RNA -> Protein,CXCL10,G0S2,0.35513359456153515
0,RNA -> Protein,CXCL10,HVCN1,0.111236586034511
0,RNA -> Protein,CXCL10,IGHA1,0.4664325450662896
0,RNA -> Protein,CXCL10,KRT19,0.1565969166160148
0,RNA -> Protein,CXCL10,MMP2,0.1599043663432065
0,RNA -> Protein,CXCL10,MUCL1,0.27521099011004413
0,RNA -> Protein,CXCL10,PLA2G2A,0.0943929129812413
0,RNA -> Protein,CXCL10,POU2AF1,0.19575669165564943
0,RNA -> Protein,CXCL10,SDK2,0.16289593145499565
0,RNA -> Protein,CXCL10,SPP1,0.16385477939590337
0,RNA -> Protein,CXCL10,TMEM64,0.2550066883491943
0,RNA -> Protein,CXCL10,TTC39A,0.13257540672101606
0,RNA -> Protein,EGR1,ADIPOQ,0.11304635860409129
0,RNA -> Protein,EGR1,AGR2,0.275947803595402
0,RNA -> Protein,EGR1,C11orf96,0.40059443493169217
0,RNA -> Protein,EGR1,CCL14,0.18525733016360485
0,RNA -> Protein,EGR1,CXCL10,0.27224846387464585
0,RNA -> Protein,EGR1,DHRS2,0.7031054362287116
0,RNA -> Protein,EGR1,EGR1,0.9999999999999999
0,RNA -> Protein,EGR1,FABP4,0.23541817002380372
0,RNA -> Protein,EGR1,G0S2,0.5294004158864932
0,RNA -> Protein,EGR1,HVCN1,0.1704368788343648
0,RNA -> Protein,EGR1,IGHA1,0.3398820874288956
0,RNA -> Protein,EGR1,KRT19,0.6272706464264803
0,RNA -> Protein,EGR1,MMP2,0.6184371680032668
0,RNA -> Protein,EGR1,MUCL1,0.9404633224464378
0,RNA -> Protein,EGR1,PLA2G2A,0.36961614147629546
0,RNA -> Protein,EGR1,POU2AF1,0.3156234201847661
0,RNA -> Protein,EGR1,SDK2,0.5668201648534626
0,RNA -> Protein,EGR1,SPP1,0.2746952348731753
0,RNA -> Protein,EGR1,TMEM64,0.42657757993689943
0,RNA -> Protein,EGR1,TTC39A,0.6103996920990757
0,RNA -> Protein,FABP4,ADIPOQ,0.3818932232127105
0,RNA -> Protein,FABP4,AGR2,0.4903920472254306
0,RNA -> Protein,FABP4,C11orf96,0.10955971288727041
0,RNA -> Protein,FABP4,CCL14,0.5148036306299045
0,RNA -> Protein,FABP4,CXCL10,0.45176363222354937
0,RNA -> Protein,FABP4,DHRS2,0.3686162787668275
0,RNA -> Protein,FABP4,EGR1,0.20365618350177175
0,RNA -> Protein,FABP4,FABP4,1.0
0,RNA -> Protein,FABP4,G0S2,0.21963317243548405
0,RNA -> Protein,FABP4,HVCN1,0.10873629634870653
0,RNA -> Protein,FABP4,IGHA1,0.252491979292817
0,RNA -> Protein,FABP4,KRT19,0.16688646975194313
0,RNA -> Protein,FABP4,MMP2,0.13936375125716835
0,RNA -> Protein,FABP4,MUCL1,0.23544438785647018
0,RNA -> Protein,FABP4,PLA2G2A,0.14786328164120868
0,RNA -> Protein,FABP4,POU2AF1,0.30857332956794586
0,RNA -> Protein,FABP4,SDK2,0.1333326809310252
0,RNA -> Protein,FABP4,SPP1,0.1464588163296401
0,RNA -> Protein,FABP4,TMEM64,0.23481986709916655
0,RNA -> Protein,FABP4,TTC39A,0.17254878371919338
0,RNA -> Protein,FOS,ADIPOQ,0.15986186822080825
0,RNA -> Protein,FOS,AGR2,0.3635396749776523
0,RNA -> Protein,FOS,C11orf96,0.37459176409517936
0,RNA -> Protein,FOS,CCL14,0.454282911430328
0,RNA -> Protein,FOS,CXCL10,0.47588026395231164
0,RNA -> Protein,FOS,DHRS2,0.5253372474092955
0,RNA -> Protein,FOS,EGR1,0.9794463910040698
0,RNA -> Protein,FOS,FABP4,0.3095228964877796
0,RNA -> Protein,FOS,G0S2,0.5147791258324808
0,RNA -> Protein,FOS,HVCN1,0.20331146813504583
0,RNA -> Protein,FOS,IGHA1,0.34470765459046165
0,RNA -> Protein,FOS,KRT19,0.7920955070376018
0,RNA -> Protein,FOS,MMP2,0.7108818776571174
0,RNA -> Protein,FOS,MUCL1,0.6818448733959445
0,RNA -> Protein,FOS,PLA2G2A,0.5128432891529046
0,RNA -> Protein,FOS,POU2AF1,0.33629065846784156
0,RNA -> Protein,FOS,SDK2,0.48530423724501404
0,RNA -> Protein,FOS,SPP1,0.2926517108528858
0,RNA -> Protein,FOS,TMEM64,0.5393543375923671
0,RNA -> Protein,FOS,TTC39A,0.4160391145906352
0,RNA -> Protein,IGHA1,ADIPOQ,0.1510959836341191
0,RNA -> Protein,IGHA1,AGR2,0.2101648407839333
0,RNA -> Protein,IGHA1,C11orf96,0.16985915034576538
0,RNA -> Protein,IGHA1,CCL14,0.12650612416679322
0,RNA -> Protein,IGHA1,CXCL10,0.434925853500158
0,RNA -> Protein,IGHA1,DHRS2,0.31880598175198915
0,RNA -> Protein,IGHA1,EGR1,0.4112488861024754
0,RNA -> Protein,IGHA1,FABP4,0.21452254304312293
0,RNA -> Protein,IGHA1,G0S2,0.21851719933706806
0,RNA -> Protein,IGHA1,HVCN1,0.23725592379813096
0,RNA -> Protein,IGHA1,IGHA1,1.0
0,RNA -> Protein,IGHA1,KRT19,0.42813552616975964
0,RNA -> Protein,IGHA1,MMP2,0.5643420704920863
0,RNA -> Protein,IGHA1,MUCL1,0.46760141057834115
0,RNA -> Protein,IGHA1,PLA2G2A,0.09802612852340316
0,RNA -> Protein,IGHA1,POU2AF1,0.6736334916947392
0,RNA -> Protein,IGHA1,SDK2,0.36246496696667363
0,RNA -> Protein,IGHA1,SPP1,0.17933101367158882
0,RNA -> Protein,IGHA1,TMEM64,0.29309710835819175
0,RNA -> Protein,IGHA1,TTC39A,0.18715510850775724
0,RNA -> Protein,MMP2,ADIPOQ,0.21011650800429343
0,RNA -> Protein,MMP2,AGR2,0.2860707293640009
0,RNA -> Protein,MMP2,C11orf96,0.4459825982563535
0,RNA -> Protein,MMP2,CCL14,0.25228000116893895
0,RNA -> Protein,MMP2,CXCL10,0.35570970899051674
0,RNA -> Protein,MMP2,DHRS2,0.4245103746058942
0,RNA -> Protein,MMP2,EGR1,0.9597559436598609
0,RNA -> Protein,MMP2,FABP4,0.35868123574631405
0,RNA -> Protein,MMP2,G0S2,0.34589480854351773
0,RNA -> Protein,MMP2,HVCN1,0.23431509459140834
0,RNA -> Protein,MMP2,IGHA1,0.3650610376614297
0,RNA -> Protein,MMP2,KRT19,0.8418602809855672
0,RNA -> Protein,MMP2,MMP2,1.0
0,RNA -> Protein,MMP2,MUCL1,0.9037612319384024
0,RNA -> Protein,MMP2,PLA2G2A,0.5058694433184826
0,RNA -> Protein,MMP2,POU2AF1,0.31060387679698404
0,RNA -> Protein,MMP2,SDK2,0.6232225002596201
0,RNA -> Protein,MMP2,SPP1,0.2839453151130693
0,RNA -> Protein,MMP2,TMEM64,0.4081644296589186
0,RNA -> Protein,MMP2,TTC39A,0.38125659581136034
0,RNA -> Protein,MUCL1,ADIPOQ,0.07256422868389688
0,RNA -> Protein,MUCL1,AGR2,0.09084626429812463
0,RNA -> Protein,MUCL1,C11orf96,0.2791411227295448
0,RNA -> Protein,MUCL1,CCL14,0.29262696708278163
0,RNA -> Protein,MUCL1,CXCL10,0.1479756395241532
0,RNA -> Protein,MUCL1,DHRS2,0.36073235405416837
0,RNA -> Protein,MUCL1,EGR1,0.2649717243093759
0,RNA -> Protein,MUCL1,FABP4,0.2652857326578986
0,RNA -> Protein,MUCL1,G0S2,0.16222966354742155
0,RNA -> Protein,MUCL1,HVCN1,0.10969874358811559
0,RNA -> Protein,MUCL1,IGHA1,0.1807848355187184
0,RNA -> Protein,MUCL1,KRT19,0.3578688988624873
0,RNA -> Protein,MUCL1,MMP2,0.3477922975862428
0,RNA -> Protein,MUCL1,MUCL1,0.9999999999999999
0,RNA -> Protein,MUCL1,PLA2G2A,0.10617399334493656
0,RNA -> Protein,MUCL1,POU2AF1,0.12335061851879212
0,RNA -> Protein,MUCL1,SDK2,0.3291662692235658
0,RNA -> Protein,MUCL1,SPP1,0.2868031020686433
0,RNA -> Protein,MUCL1,TMEM64,0.09338928628253061
0,RNA -> Protein,MUCL1,TTC39A,0.25640575882719424
0,RNA -> Protein,NR4A1,ADIPOQ,0.12713014796608185
0,RNA -> Protein,NR4A1,AGR2,0.24266597106920526
0,RNA -> Protein,NR4A1,C11orf96,0.38090364114963343
0,RNA -> Protein,NR4A1,CCL14,0.16477506300317582
0,RNA -> Protein,NR4A1,CXCL10,0.2584691018652085
0,RNA -> Protein,NR4A1,DHRS2,0.8475191732281425
0,RNA -> Protein,NR4A1,EGR1,0.8090416788656342
0,RNA -> Protein,NR4A1,FABP4,0.28363164202022095
0,RNA -> Protein,NR4A1,G0S2,0.7762251946124867
0,RNA -> Protein,NR4A1,HVCN1,0.2116841890890296
0,RNA -> Protein,NR4A1,IGHA1,0.37484020783494476
0,RNA -> Protein,NR4A1,KRT19,0.49706471997827156
0,RNA -> Protein,NR4A1,MMP2,0.3926109695107832
0,RNA -> Protein,NR4A1,MUCL1,0.7436546177231269
0,RNA -> Protein,NR4A1,PLA2G2A,0.1833022334346572
0,RNA -> Protein,NR4A1,POU2AF1,0.3111930285917394
0,RNA -> Protein,NR4A1,SDK2,0.3545592066764989
0,RNA -> Protein,NR4A1,SPP1,0.2732733920527911
0,RNA -> Protein,NR4A1,TMEM64,0.3834467949126948
0,RNA -> Protein,NR4A1,TTC39A,0.39334136075926396
0,RNA -> Protein,PLA2G2A,ADIPOQ,0.1831392694701165
0,RNA -> Protein,PLA2G2A,AGR2,0.21423948444384508
0,RNA -> Protein,PLA2G2A,C11orf96,0.15252121658275927
0,RNA -> Protein,PLA2G2A,CCL14,0.14988242569481247
0,RNA -> Protein,PLA2G2A,CXCL10,0.19092230127854137
0,RNA -> Protein,PLA2G2A,DHRS2,0.35844141709339267
0,RNA -> Protein,PLA2G2A,EGR1,0.2412676918888926
0,RNA -> Protein,PLA2G2A,FABP4,0.24825317674705838
0,RNA -> Protein,PLA2G2A,G0S2,0.2740449273920986
0,RNA -> Protein,PLA2G2A,HVCN1,0.11752025947164592
0,RNA -> Protein,PLA2G2A,IGHA1,0.491105140674949
0,RNA -> Protein,PLA2G2A,KRT19,0.2753013973117187
0,RNA -> Protein,PLA2G2A,MMP2,0.18966890592304095
0,RNA -> Protein,PLA2G2A,MUCL1,0.2205888438899633
0,RNA -> Protein,PLA2G2A,PLA2G2A,1.0
0,RNA -> Protein,PLA2G2A,POU2AF1,0.264029838950671
0,RNA -> Protein,PLA2G2A,SDK2,0.24178547774609777
0,RNA -> Protein,PLA2G2A,SPP1,0.28905171318462136
0,RNA -> Protein,PLA2G2A,TMEM64,0.18422685321549295
0,RNA -> Protein,PLA2G2A,TTC39A,0.22796953020294833
0,RNA -> Protein,PROX1,ADIPOQ,0.25743499123839464
0,RNA -> Protein,PROX1,AGR2,0.309102207530323
0,RNA -> Protein,PROX1,C11orf96,0.23816416829059253
0,RNA -> Protein,PROX1,CCL14,0.4366556967213866
0,RNA -> Protein,PROX1,CXCL10,0.32660984326804854
0,RNA -> Protein,PROX1,DHRS2,0.5162202513740455
0,RNA -> Protein,PROX1,EGR1,0.5560254378682379
0,RNA -> Protein,PROX1,FABP4,0.7588238350694243
0,RNA -> Protein,PROX1,G0S2,0.3256886524573313
0,RNA -> Protein,PROX1,HVCN1,0.2237591667326002
0,RNA -> Protein,PROX1,IGHA1,0.6777663530311436
0,RNA -> Protein,PROX1,KRT19,0.5202910844696782
0,RNA -> Protein,PROX1,MMP2,0.29635317602891526
0,RNA -> Protein,PROX1,MUCL1,0.47980042197922007
0,RNA -> Protein,PROX1,PLA2G2A,0.6845013509237432
0,RNA -> Protein,PROX1,POU2AF1,0.8213907195359961
0,RNA -> Protein,PROX1,SDK2,0.26234505118719675
0,RNA -> Protein,PROX1,SPP1,0.3129747908877424
0,RNA -> Protein,PROX1,TMEM64,0.21536907592771304
0,RNA -> Protein,PROX1,TTC39A,0.40455780762541577
0,RNA -> Protein,RNASE1,ADIPOQ,0.09992078537995489
0,RNA -> Protein,RNASE1,AGR2,0.2666445900743395
0,RNA -> Protein,RNASE1,C11orf96,0.12308166169963936
0,RNA -> Protein,RNASE1,CCL14,0.22413635062283313
0,RNA -> Protein,RNASE1,CXCL10,0.4998070511038779
0,RNA -> Protein,RNASE1,DHRS2,0.3470060574884761
0,RNA -> Protein,RNASE1,EGR1,0.32837109474350157
0,RNA -> Protein,RNASE1,FABP4,0.4153646424274904
0,RNA -> Protein,RNASE1,G0S2,0.30079010230423786
0,RNA -> Protein,RNASE1,HVCN1,0.20511279629780135
0,RNA -> Protein,RNASE1,IGHA1,0.3878450167067379
0,RNA -> Protein,RNASE1,KRT19,0.2996866419066472
0,RNA -> Protein,RNASE1,MMP2,0.3034656543952351
0,RNA -> Protein,RNASE1,MUCL1,0.3121120950585684
0,RNA -> Protein,RNASE1,PLA2G2A,0.3468496853146539
0,RNA -> Protein,RNASE1,POU2AF1,0.27963458164560906
0,RNA -> Protein,RNASE1,SDK2,0.26343456706226864
0,RNA -> Protein,RNASE1,SPP1,0.2891369732480702
0,RNA -> Protein,RNASE1,TMEM64,0.21588335980741105
0,RNA -> Protein,RNASE1,TTC39A,0.2320743784383206
0,RNA -> Protein,STC2,ADIPOQ,0.1127560833361472
0,RNA -> Protein,STC2,AGR2,0.27966604491348646
0,RNA -> Protein,STC2,C11orf96,0.2918201759528523
0,RNA -> Protein,STC2,CCL14,0.21797179846816203
0,RNA -> Protein,STC2,CXCL10,0.25230220600727343
0,RNA -> Protein,STC2,DHRS2,0.612556971370603
0,RNA -> Protein,STC2,EGR1,0.4410068876677955
0,RNA -> Protein,STC2,FABP4,0.20383829737949247
0,RNA -> Protein,STC2,G0S2,0.30556831805560886
0,RNA -> Protein,STC2,HVCN1,0.19487458531120183
0,RNA -> Protein,STC2,IGHA1,0.5025999838409088
0,RNA -> Protein,STC2,KRT19,0.4970679210722396
0,RNA -> Protein,STC2,MMP2,0.3095140333580123
0,RNA -> Protein,STC2,MUCL1,0.7717645108564741
0,RNA -> Protein,STC2,PLA2G2A,0.35175672449832546
0,RNA -> Protein,STC2,POU2AF1,0.31566131836811073
0,RNA -> Protein,STC2,SDK2,0.4072620956468014
0,RNA -> Protein,STC2,SPP1,0.32674757003734156
0,RNA -> Protein,STC2,TMEM64,0.25427976533592533
0,RNA -> Protein,STC2,TTC39A,0.43753405019315744
0,RNA -> Protein,THBS2,ADIPOQ,0.14494743521259995
0,RNA -> Protein,THBS2,AGR2,0.21927345973543316
0,RNA -> Protein,THBS2,C11orf96,0.3490238134993499
0,RNA -> Protein,THBS2,CCL14,0.2816804359343411
0,RNA -> Protein,THBS2,CXCL10,0.26080843135477133
0,RNA -> Protein,THBS2,DHRS2,0.37117016924874213
0,RNA -> Protein,THBS2,EGR1,0.7700929968822532
0,RNA -> Protein,THBS2,FABP4,0.3204653568143883
0,RNA -> Protein,THBS2,G0S2,0.2797273234925531
0,RNA -> Protein,THBS2,HVCN1,0.23687987712472047
0,RNA -> Protein,THBS2,IGHA1,0.2655454316873513
0,RNA -> Protein,THBS2,KRT19,0.6981775784303218
0,RNA -> Protein,THBS2,MMP2,0.7505868707300077
0,RNA -> Protein,THBS2,MUCL1,1.0000000000000002
0,RNA -> Protein,THBS2,PLA2G2A,0.575330498973051
0,RNA -> Protein,THBS2,POU2AF1,0.2774837643383295
0,RNA -> Protein,THBS2,SDK2,0.6261369441369007
0,RNA -> Protein,THBS2,SPP1,0.2431947734682991
0,RNA -> Protein,THBS2,TMEM64,0.2035148052765712
0,RNA -> Protein,THBS2,TTC39A,0.3769469756727943
0,RNA -> Protein,TNXB,ADIPOQ,0.1481821110293277
0,RNA -> Protein,TNXB,AGR2,0.4531970814946643
0,RNA -> Protein,TNXB,C11orf96,0.20136206327623837
0,RNA -> Protein,TNXB,CCL14,0.3590637829546307
0,RNA -> Protein,TNXB,CXCL10,0.997534533997145
0,RNA -> Protein,TNXB,DHRS2,0.6215390039001766
0,RNA -> Protein,TNXB,EGR1,0.5879744399126664
0,RNA -> Protein,TNXB,FABP4,0.7584805765685925
0,RNA -> Protein,TNXB,G0S2,0.3571287854132072
0,RNA -> Protein,TNXB,HVCN1,0.20213177739720323
0,RNA -> Protein,TNXB,IGHA1,0.4347890911268525
0,RNA -> Protein,TNXB,KRT19,0.45731270880584035
0,RNA -> Protein,TNXB,MMP2,0.5542278166761576
0,RNA -> Protein,TNXB,MUCL1,0.3852819980474124
0,RNA -> Protein,TNXB,PLA2G2A,0.4883185242583332
0,RNA -> Protein,TNXB,POU2AF1,0.32559550425360945
0,RNA -> Protein,TNXB,SDK2,0.2788025183642642
0,RNA -> Protein,TNXB,SPP1,0.2826013130361688
0,RNA -> Protein,TNXB,TMEM64,0.493506427967479
0,RNA -> Protein,TNXB,TTC39A,0.33592719040134866
0,RNA -> Protein,ZFP36,ADIPOQ,0.18721500416105963
0,RNA -> Protein,ZFP36,AGR2,0.4544371639337189
0,RNA -> Protein,ZFP36,C11orf96,0.19838077594747094
0,RNA -> Protein,ZFP36,CCL14,0.18161531678745174
0,RNA -> Protein,ZFP36,CXCL10,0.32983822723524836
0,RNA -> Protein,ZFP36,DHRS2,0.37585682388501523
0,RNA -> Protein,ZFP36,EGR1,0.5319757646630799
0,RNA -> Protein,ZFP36,FABP4,0.503407139459787
0,RNA -> Protein,ZFP36,G0S2,0.9999999999999999
0,RNA -> Protein,ZFP36,HVCN1,0.1332934239048677
0,RNA -> Protein,ZFP36,IGHA1,0.4061616295754239
0,RNA -> Protein,ZFP36,KRT19,0.3065271140334452
0,RNA -> Protein,ZFP36,MMP2,0.22086249990882006
0,RNA -> Protein,ZFP36,MUCL1,0.30534218286557674
0,RNA -> Protein,ZFP36,PLA2G2A,0.2448863512542518
0,RNA -> Protein,ZFP36,POU2AF1,0.27129831119243386
0,RNA -> Protein,ZFP36,SDK2,0.22543023404321302
0,RNA -> Protein,ZFP36,SPP1,0.23643898473510722
0,RNA -> Protein,ZFP36,TMEM64,0.3751735415690801
0,RNA -> Protein,ZFP36,TTC39A,0.2624827028538672
1,RNA -> Protein,ADCY1,ABI3BP,0.347252416922777
1,RNA -> Protein,ADCY1,BMPR1B,0.638712601786414
1,RNA -> Protein,ADCY1,CA2,0.49142485603784103
1,RNA -> Protein,ADCY1,CD79A,0.24607223734142544
1,RNA -> Protein,ADCY1,CPB1,0.48647406226150414
1,RNA -> Protein,ADCY1,DHRS2,0.3818793425541303
1,RNA -> Protein,ADCY1,FSIP1,0.302396901758589
1,RNA -> Protein,ADCY1,IGHA1,0.201357247833296
1,RNA -> Protein,ADCY1,MAF,0.10052696771854731
1,RNA -> Protein,ADCY1,MUCL1,0.9472973552468898
1,RNA -> Protein,ADCY1,MZB1,0.1904236575237379
1,RNA -> Protein,ADCY1,PIGR,0.28226775089545564
1,RNA -> Protein,ADCY1,POU2AF1,0.16735263861384442
1,RNA -> Protein,ADCY1,RASGRP2,0.18930783991893463
1,RNA -> Protein,ADCY1,SCGB2A2,0.42881083758275235
1,RNA -> Protein,ADCY1,SERPINA6,0.9999999999999999
1,RNA -> Protein,ADCY1,SLC30A8,0.44158805278665436
1,RNA -> Protein,ADCY1,SPP1,0.202377424272097
1,RNA -> Protein,ADCY1,STC2,0.4934620753359199
1,RNA -> Protein,ADCY1,TFPI2,0.20597426273107403
1,RNA -> Protein,AEBP1,ABI3BP,0.3295938199045393
1,RNA -> Protein,AEBP1,BMPR1B,0.5047790727200276
1,RNA -> Protein,AEBP1,CA2,0.49079985511980934
1,RNA -> Protein,AEBP1,CD79A,0.31056426702566653
1,RNA -> Protein,AEBP1,CPB1,0.46646214730864105
1,RNA -> Protein,AEBP1,DHRS2,0.41169958576353344
1,RNA -> Protein,AEBP1,FSIP1,0.806950589951579
1,RNA -> Protein,AEBP1,IGHA1,0.5170597446367998
1,RNA -> Protein,AEBP1,MAF,0.2761034646568986
1,RNA -> Protein,AEBP1,MUCL1,1.0
1,RNA -> Protein,AEBP1,MZB1,0.302493616063716
1,RNA -> Protein,AEBP1,PIGR,0.47748563676181455
1,RNA -> Protein,AEBP1,POU2AF1,0.29929360542715483
1,RNA -> Protein,AEBP1,RASGRP2,0.3246256843346103
1,RNA -> Protein,AEBP1,SCGB2A2,0.5995683726319195
1,RNA -> Protein,AEBP1,SERPINA6,0.6412001042068561
1,RNA -> Protein,AEBP1,SLC30A8,0.6265082319438873
1,RNA -> Protein,AEBP1,SPP1,0.2641639330473091
1,RNA -> Protein,AEBP1,STC2,0.4133460307603756
1,RNA -> Protein,AEBP1,TFPI2,0.18507448593168888
1,RNA -> Protein,AIMP1,ABI3BP,0.27431994302873497
1,RNA -> Protein,AIMP1,BMPR1B,0.5617692085008134
1,RNA -> Protein,AIMP1,CA2,1.0
1,RNA -> Protein,AIMP1,CD79A,0.4490047298870095
1,RNA -> Protein,AIMP1,CPB1,0.4847360206880835
