Cluster,Direction,Target,Source,Value
0,RNA -> Protein,CD304.NPR1,Nsg2,0.088927398
0,RNA -> Protein,CD304.NPR1,Polr1b,0.618001254
0,RNA -> Protein,CD304.NPR1,Rpl17-ps8,0.510017594
0,RNA -> Protein,CD304.NPR1,Sdf2l1,0.323140023
2,RNA -> Niche,Six2,Six2,0.561904793
0,RNA -> Protein,CD304.NPR1,Tcf7l2,0.317327924
0,RNA -> Protein,CD304.NPR1,Tomm6,0.827551487
0,RNA -> Protein,CD309.KDR,Aagab,0.515640586
0,RNA -> Protein,CD309.KDR,Adgrl2,0.716455097
0,RNA -> Protein,CD309.KDR,Ccdc34,0.622926876
0,RNA -> Protein,CD309.KDR,Dclk1,0.300927675
0,RNA -> Protein,CD309.KDR,Echs1,0.552339464
0,RNA -> Protein,CD309.KDR,Edf1,0.801988292
0,RNA -> Protein,CD309.KDR,Fzd2,1
0,RNA -> Protein,CD309.KDR,Hdac4,0.349033081
0,RNA -> Protein,CD309.KDR,Irx2,0.74144127
0,RNA -> Protein,CD309.KDR,Kdm6b,0.407015195
0,RNA -> Protein,CD309.KDR,Larp7,0.620901954
0,RNA -> Protein,CD309.KDR,Lhx1,0.105807837
0,RNA -> Protein,CD309.KDR,Ncam1,0.661559728
0,RNA -> Protein,CD309.KDR,Nsg2,0.086742781
0,RNA -> Protein,CD309.KDR,Polr1b,0.714505936
0,RNA -> Protein,CD309.KDR,Rpl17-ps8,0.463557519
0,RNA -> Protein,CD309.KDR,Sdf2l1,0.251163065
0,RNA -> Niche,Irx2,Six2,0.465390676
0,RNA -> Protein,CD309.KDR,Tcf7l2,0.323382384
0,RNA -> Protein,CD309.KDR,Tomm6,0.836026545
0,RNA -> Protein,CD326.Ep.CAM,Aagab,0.526291863
0,RNA -> Protein,CD326.Ep.CAM,Adgrl2,0.605481149
0,RNA -> Protein,CD326.Ep.CAM,Ccdc34,0.494380259
0,RNA -> Protein,CD326.Ep.CAM,Dclk1,0.321859741
0,RNA -> Protein,CD326.Ep.CAM,Echs1,0.545512156
0,RNA -> Protein,CD326.Ep.CAM,Edf1,0.650772609
0,RNA -> Protein,CD326.Ep.CAM,Fzd2,1
0,RNA -> Protein,CD326.Ep.CAM,Hdac4,0.321219768
0,RNA -> Protein,CD326.Ep.CAM,Irx2,0.660941807
0,RNA -> Protein,CD326.Ep.CAM,Kdm6b,0.376430323
0,RNA -> Protein,CD326.Ep.CAM,Larp7,0.42466926
0,RNA -> Protein,CD326.Ep.CAM,Lhx1,0.117960981
0,RNA -> Protein,CD326.Ep.CAM,Ncam1,0.585306566
0,RNA -> Protein,CD326.Ep.CAM,Nsg2,0.121396317
0,RNA -> Protein,CD326.Ep.CAM,Polr1b,0.63066056
0,RNA -> Protein,CD326.Ep.CAM,Rpl17-ps8,0.469629622
0,RNA -> Protein,CD326.Ep.CAM,Sdf2l1,0.294927264
10,RNA -> Niche,Enpp2,Six2,0.440699138
0,RNA -> Protein,CD326.Ep.CAM,Tcf7l2,0.222877083
0,RNA -> Protein,CD326.Ep.CAM,Tomm6,0.805890795
0,RNA -> Protein,CD41.ITGA2B,Aagab,0.594094926
0,RNA -> Protein,CD41.ITGA2B,Adgrl2,0.730050136
0,RNA -> Protein,CD41.ITGA2B,Ccdc34,0.618550111
0,RNA -> Protein,CD41.ITGA2B,Dclk1,0.25070889
0,RNA -> Protein,CD41.ITGA2B,Echs1,0.490018872
0,RNA -> Protein,CD41.ITGA2B,Edf1,0.779055443
0,RNA -> Protein,CD41.ITGA2B,Fzd2,0.943042981
0,RNA -> Protein,CD41.ITGA2B,Hdac4,0.265978285
0,RNA -> Protein,CD41.ITGA2B,Irx2,0.664910872
0,RNA -> Protein,CD41.ITGA2B,Kdm6b,0.450778674
0,RNA -> Protein,CD41.ITGA2B,Larp7,0.648586591
0,RNA -> Protein,CD41.ITGA2B,Lhx1,0.100894083
0,RNA -> Protein,CD41.ITGA2B,Ncam1,0.5911293
0,RNA -> Protein,CD41.ITGA2B,Nsg2,0.090366476
0,RNA -> Protein,CD41.ITGA2B,Polr1b,0.733941743
0,RNA -> Protein,CD41.ITGA2B,Rpl17-ps8,0.367256822
0,RNA -> Protein,CD41.ITGA2B,Sdf2l1,0.178597866
2,RNA -> Niche,Kank4,Six2,0.410482194
0,RNA -> Protein,CD41.ITGA2B,Tcf7l2,0.282544903
0,RNA -> Protein,CD41.ITGA2B,Tomm6,0.74106891
0,RNA -> Protein,CD45.PTPRC,Aagab,0.451951998
0,RNA -> Protein,CD45.PTPRC,Adgrl2,0.827436306
0,RNA -> Protein,CD45.PTPRC,Ccdc34,0.647310032
0,RNA -> Protein,CD45.PTPRC,Dclk1,0.206949394
0,RNA -> Protein,CD45.PTPRC,Echs1,0.565053784
0,RNA -> Protein,CD45.PTPRC,Edf1,0.794957053
0,RNA -> Protein,CD45.PTPRC,Fzd2,0.94527677
0,RNA -> Protein,CD45.PTPRC,Hdac4,0.372120799
0,RNA -> Protein,CD45.PTPRC,Irx2,0.805267397
0,RNA -> Protein,CD45.PTPRC,Kdm6b,0.321881898
0,RNA -> Protein,CD45.PTPRC,Larp7,0.745338573
0,RNA -> Protein,CD45.PTPRC,Lhx1,0.106898054
0,RNA -> Protein,CD45.PTPRC,Ncam1,0.640463686
0,RNA -> Protein,CD45.PTPRC,Nsg2,0.082873296
0,RNA -> Protein,CD45.PTPRC,Polr1b,0.67438286
0,RNA -> Protein,CD45.PTPRC,Rpl17-ps8,0.458880009
0,RNA -> Protein,CD45.PTPRC,Sdf2l1,0.21182612
10,RNA -> Niche,Kank4,Six2,0.410482194
0,RNA -> Protein,CD45.PTPRC,Tcf7l2,0.326599418
0,RNA -> Protein,CD45.PTPRC,Tomm6,0.842836684
0,RNA -> Protein,CD63,Aagab,0.42572013
0,RNA -> Protein,CD63,Adgrl2,0.671640173
0,RNA -> Protein,CD63,Ccdc34,0.570508655
0,RNA -> Protein,CD63,Dclk1,0.213127911
0,RNA -> Protein,CD63,Echs1,0.436606355
0,RNA -> Protein,CD63,Edf1,0.799107739
0,RNA -> Protein,CD63,Fzd2,0.922705406
0,RNA -> Protein,CD63,Hdac4,0.343050829
0,RNA -> Protein,CD63,Irx2,0.74859397
0,RNA -> Protein,CD63,Kdm6b,0.285752279
0,RNA -> Protein,CD63,Larp7,0.6131173
0,RNA -> Protein,CD63,Lhx1,0.100020073
0,RNA -> Protein,CD63,Ncam1,0.58684667
0,RNA -> Protein,CD63,Nsg2,0.078814222
0,RNA -> Protein,CD63,Polr1b,0.687418174
0,RNA -> Protein,CD63,Rpl17-ps8,0.42134623
0,RNA -> Protein,CD63,Sdf2l1,0.211315276
2,RNA -> Niche,Sgpp2,Six2,0.365971837
0,RNA -> Protein,CD63,Tcf7l2,0.271965175
0,RNA -> Protein,CD63,Tomm6,0.81981954
0,RNA -> Protein,ESAM,Aagab,0.546506421
0,RNA -> Protein,ESAM,Adgrl2,0.726916576
0,RNA -> Protein,ESAM,Ccdc34,0.628421354
0,RNA -> Protein,ESAM,Dclk1,0.296025083
0,RNA -> Protein,ESAM,Echs1,0.536644003
0,RNA -> Protein,ESAM,Edf1,0.782973701
0,RNA -> Protein,ESAM,Fzd2,0.960179726
0,RNA -> Protein,ESAM,Hdac4,0.307768818
0,RNA -> Protein,ESAM,Irx2,0.68496623
0,RNA -> Protein,ESAM,Kdm6b,0.405287283
0,RNA -> Protein,ESAM,Larp7,0.64951409
0,RNA -> Protein,ESAM,Lhx1,0.109032712
0,RNA -> Protein,ESAM,Ncam1,0.632663295
0,RNA -> Protein,ESAM,Nsg2,0.096857445
0,RNA -> Protein,ESAM,Polr1b,0.72276403
0,RNA -> Protein,ESAM,Rpl17-ps8,0.475186422
0,RNA -> Protein,ESAM,Sdf2l1,0.209717374
10,RNA -> Niche,Sgpp2,Six2,0.365971837
0,RNA -> Protein,ESAM,Tcf7l2,0.293072637
0,RNA -> Protein,ESAM,Tomm6,0.786540859
0,RNA -> Protein,ErythroidCells.LY76,Aagab,0.498536955
0,RNA -> Protein,ErythroidCells.LY76,Adgrl2,0.718689982
0,RNA -> Protein,ErythroidCells.LY76,Ccdc34,0.660615889
0,RNA -> Protein,ErythroidCells.LY76,Dclk1,0.311856954
0,RNA -> Protein,ErythroidCells.LY76,Echs1,0.366865938
0,RNA -> Protein,ErythroidCells.LY76,Edf1,0.862849324
0,RNA -> Protein,ErythroidCells.LY76,Fzd2,0.951209724
0,RNA -> Protein,ErythroidCells.LY76,Hdac4,0.214628462
0,RNA -> Protein,ErythroidCells.LY76,Irx2,0.684759466
0,RNA -> Protein,ErythroidCells.LY76,Kdm6b,0.51135318
0,RNA -> Protein,ErythroidCells.LY76,Larp7,0.645834029
0,RNA -> Protein,ErythroidCells.LY76,Lhx1,0.117030057
0,RNA -> Protein,ErythroidCells.LY76,Ncam1,0.582671222
0,RNA -> Protein,ErythroidCells.LY76,Nsg2,0.089046324
0,RNA -> Protein,ErythroidCells.LY76,Polr1b,0.754433209
0,RNA -> Protein,ErythroidCells.LY76,Rpl17-ps8,0.387141202
0,RNA -> Protein,ErythroidCells.LY76,Sdf2l1,0.177706693
10,RNA -> Niche,Plpp3,Six2,0.36204149
0,RNA -> Protein,ErythroidCells.LY76,Tcf7l2,0.389591583
0,RNA -> Protein,ErythroidCells.LY76,Tomm6,0.696955589
0,RNA -> Protein,FCER1A,Aagab,0.47663693
0,RNA -> Protein,FCER1A,Adgrl2,0.700166889
0,RNA -> Protein,FCER1A,Ccdc34,0.600360325
0,RNA -> Protein,FCER1A,Dclk1,0.274714919
0,RNA -> Protein,FCER1A,Echs1,0.490402227
0,RNA -> Protein,FCER1A,Edf1,0.822049303
0,RNA -> Protein,FCER1A,Fzd2,1
0,RNA -> Protein,FCER1A,Hdac4,0.307464162
0,RNA -> Protein,FCER1A,Irx2,0.746058223
0,RNA -> Protein,FCER1A,Kdm6b,0.407157086
0,RNA -> Protein,FCER1A,Larp7,0.588670862
0,RNA -> Protein,FCER1A,Lhx1,0.101300252
0,RNA -> Protein,FCER1A,Ncam1,0.663306323
0,RNA -> Protein,FCER1A,Nsg2,0.080487995
0,RNA -> Protein,FCER1A,Polr1b,0.684082932
0,RNA -> Protein,FCER1A,Rpl17-ps8,0.472984459
0,RNA -> Protein,FCER1A,Sdf2l1,0.227036594
2,RNA -> Niche,Numa1,Six2,0.349826406
0,RNA -> Protein,FCER1A,Tcf7l2,0.311358386
0,RNA -> Protein,FCER1A,Tomm6,0.806974949
0,RNA -> Protein,Folate.Receptor,Aagab,0.583761161
0,RNA -> Protein,Folate.Receptor,Adgrl2,0.752450057
0,RNA -> Protein,Folate.Receptor,Ccdc34,0.570042366
0,RNA -> Protein,Folate.Receptor,Dclk1,0.183548279
0,RNA -> Protein,Folate.Receptor,Echs1,0.518373471
0,RNA -> Protein,Folate.Receptor,Edf1,0.802415575
0,RNA -> Protein,Folate.Receptor,Fzd2,1
0,RNA -> Protein,Folate.Receptor,Hdac4,0.370062394
0,RNA -> Protein,Folate.Receptor,Irx2,0.77825686
0,RNA -> Protein,Folate.Receptor,Kdm6b,0.401307006
0,RNA -> Protein,Folate.Receptor,Larp7,0.638426762
0,RNA -> Protein,Folate.Receptor,Lhx1,0.133745075
0,RNA -> Protein,Folate.Receptor,Ncam1,0.653592826
0,RNA -> Protein,Folate.Receptor,Nsg2,0.09437897
0,RNA -> Protein,Folate.Receptor,Polr1b,0.779567136
0,RNA -> Protein,Folate.Receptor,Rpl17-ps8,0.374479026
0,RNA -> Protein,Folate.Receptor,Sdf2l1,0.203953916
10,RNA -> Niche,Numa1,Six2,0.349826406
0,RNA -> Protein,Folate.Receptor,Tcf7l2,0.217916693
0,RNA -> Protein,Folate.Receptor,Tomm6,0.872142526
0,RNA -> Protein,Ly.6A.E,Aagab,0.550155769
0,RNA -> Protein,Ly.6A.E,Adgrl2,0.811089059
0,RNA -> Protein,Ly.6A.E,Ccdc34,0.62393337
0,RNA -> Protein,Ly.6A.E,Dclk1,0.185965578
0,RNA -> Protein,Ly.6A.E,Echs1,0.604395087
0,RNA -> Protein,Ly.6A.E,Edf1,0.800034591
0,RNA -> Protein,Ly.6A.E,Fzd2,1
0,RNA -> Protein,Ly.6A.E,Hdac4,0.394697035
0,RNA -> Protein,Ly.6A.E,Irx2,0.77804929
0,RNA -> Protein,Ly.6A.E,Kdm6b,0.383316449
0,RNA -> Protein,Ly.6A.E,Larp7,0.698798657
0,RNA -> Protein,Ly.6A.E,Lhx1,0.119877472
0,RNA -> Protein,Ly.6A.E,Ncam1,0.684665522
0,RNA -> Protein,Ly.6A.E,Nsg2,0.082078969
0,RNA -> Protein,Ly.6A.E,Polr1b,0.71859403
0,RNA -> Protein,Ly.6A.E,Rpl17-ps8,0.432362228
0,RNA -> Protein,Ly.6A.E,Sdf2l1,0.235541101
10,RNA -> Niche,Adamts1,Six2,0.346277676
0,RNA -> Protein,Ly.6A.E,Tcf7l2,0.269492439
0,RNA -> Protein,Ly.6A.E,Tomm6,0.85330974
0,RNA -> Protein,MAdCAM.1,Aagab,0.476052603
0,RNA -> Protein,MAdCAM.1,Adgrl2,0.865910413
0,RNA -> Protein,MAdCAM.1,Ccdc34,0.716564498
0,RNA -> Protein,MAdCAM.1,Dclk1,0.208759759
0,RNA -> Protein,MAdCAM.1,Echs1,0.647101362
0,RNA -> Protein,MAdCAM.1,Edf1,0.698571231
0,RNA -> Protein,MAdCAM.1,Fzd2,0.841046354
0,RNA -> Protein,MAdCAM.1,Hdac4,0.354784637
0,RNA -> Protein,MAdCAM.1,Irx2,0.705041925
0,RNA -> Protein,MAdCAM.1,Kdm6b,0.378356836
0,RNA -> Protein,MAdCAM.1,Larp7,0.877291162
0,RNA -> Protein,MAdCAM.1,Lhx1,0.111299975
0,RNA -> Protein,MAdCAM.1,Ncam1,0.596130616
0,RNA -> Protein,MAdCAM.1,Nsg2,0.094780224
0,RNA -> Protein,MAdCAM.1,Polr1b,0.618634979
0,RNA -> Protein,MAdCAM.1,Rpl17-ps8,0.426475584
0,RNA -> Protein,MAdCAM.1,Sdf2l1,0.166497859
0,RNA -> Niche,Epb41l3,Six2,0.339106136
0,RNA -> Protein,MAdCAM.1,Tcf7l2,0.33318931
0,RNA -> Protein,MAdCAM.1,Tomm6,0.717374361
0,RNA -> Protein,NK.1.1.KLRB1,Aagab,0.456697128
0,RNA -> Protein,NK.1.1.KLRB1,Adgrl2,0.729385369
0,RNA -> Protein,NK.1.1.KLRB1,Ccdc34,0.446870347
0,RNA -> Protein,NK.1.1.KLRB1,Dclk1,0.189178769
0,RNA -> Protein,NK.1.1.KLRB1,Echs1,0.68283333
0,RNA -> Protein,NK.1.1.KLRB1,Edf1,0.771076267
0,RNA -> Protein,NK.1.1.KLRB1,Fzd2,0.939596072
0,RNA -> Protein,NK.1.1.KLRB1,Hdac4,0.406620059
0,RNA -> Protein,NK.1.1.KLRB1,Irx2,0.554235988
0,RNA -> Protein,NK.1.1.KLRB1,Kdm6b,0.236557601
0,RNA -> Protein,NK.1.1.KLRB1,Larp7,0.379077981
0,RNA -> Protein,NK.1.1.KLRB1,Lhx1,0.101714675
0,RNA -> Protein,NK.1.1.KLRB1,Ncam1,0.660120112
0,RNA -> Protein,NK.1.1.KLRB1,Nsg2,0.09031058
0,RNA -> Protein,NK.1.1.KLRB1,Polr1b,0.578918449
0,RNA -> Protein,NK.1.1.KLRB1,Rpl17-ps8,0.52313171
0,RNA -> Protein,NK.1.1.KLRB1,Sdf2l1,0.377493253
10,RNA -> Niche,Pax9,Six2,0.318521429
0,RNA -> Protein,NK.1.1.KLRB1,Tcf7l2,0.164189515
0,RNA -> Protein,NK.1.1.KLRB1,Tomm6,0.842695158
0,RNA -> Protein,Notch1,Aagab,0.515859669
0,RNA -> Protein,Notch1,Adgrl2,0.76707541
0,RNA -> Protein,Notch1,Ccdc34,0.611695522
0,RNA -> Protein,Notch1,Dclk1,0.23577098
0,RNA -> Protein,Notch1,Echs1,0.611562556
0,RNA -> Protein,Notch1,Edf1,0.82422737
0,RNA -> Protein,Notch1,Fzd2,1
0,RNA -> Protein,Notch1,Hdac4,0.418701158
0,RNA -> Protein,Notch1,Irx2,0.789026712
0,RNA -> Protein,Notch1,Kdm6b,0.379239755
0,RNA -> Protein,Notch1,Larp7,0.654976757
0,RNA -> Protein,Notch1,Lhx1,0.122490233
0,RNA -> Protein,Notch1,Ncam1,0.694366898
0,RNA -> Protein,Notch1,Nsg2,0.084202326
0,RNA -> Protein,Notch1,Polr1b,0.672368037
0,RNA -> Protein,Notch1,Rpl17-ps8,0.495003866
0,RNA -> Protein,Notch1,Sdf2l1,0.289558264
2,RNA -> Niche,Eml4,Six2,0.296872738
0,RNA -> Protein,Notch1,Tcf7l2,0.294461886
0,RNA -> Protein,Notch1,Tomm6,0.877109641
0,RNA -> Protein,P2RY12,Aagab,0.500153834
0,RNA -> Protein,P2RY12,Adgrl2,0.79360219
0,RNA -> Protein,P2RY12,Ccdc34,0.586579657
0,RNA -> Protein,P2RY12,Dclk1,0.202705776
0,RNA -> Protein,P2RY12,Echs1,0.534489578
0,RNA -> Protein,P2RY12,Edf1,0.874501061
0,RNA -> Protein,P2RY12,Fzd2,1
0,RNA -> Protein,P2RY12,Hdac4,0.342561286
0,RNA -> Protein,P2RY12,Irx2,0.785969404
0,RNA -> Protein,P2RY12,Kdm6b,0.392273754
0,RNA -> Protein,P2RY12,Larp7,0.643508142
0,RNA -> Protein,P2RY12,Lhx1,0.11804447
0,RNA -> Protein,P2RY12,Ncam1,0.70007772
0,RNA -> Protein,P2RY12,Nsg2,0.079255272
0,RNA -> Protein,P2RY12,Polr1b,0.719289163
0,RNA -> Protein,P2RY12,Rpl17-ps8,0.461509191
0,RNA -> Protein,P2RY12,Sdf2l1,0.251332928
10,RNA -> Niche,Eml4,Six2,0.296872738
0,RNA -> Protein,P2RY12,Tcf7l2,0.25935921
0,RNA -> Protein,P2RY12,Tomm6,0.851874556
0,RNA -> Protein,PanendothelialCellAntigen,Aagab,0.506825485
0,RNA -> Protein,PanendothelialCellAntigen,Adgrl2,0.671882075
0,RNA -> Protein,PanendothelialCellAntigen,Ccdc34,0.561256981
0,RNA -> Protein,PanendothelialCellAntigen,Dclk1,0.334987871
0,RNA -> Protein,PanendothelialCellAntigen,Echs1,0.540973155
0,RNA -> Protein,PanendothelialCellAntigen,Edf1,0.732389549
0,RNA -> Protein,PanendothelialCellAntigen,Fzd2,0.964890071
0,RNA -> Protein,PanendothelialCellAntigen,Hdac4,0.352059429
0,RNA -> Protein,PanendothelialCellAntigen,Irx2,0.725654266
0,RNA -> Protein,PanendothelialCellAntigen,Kdm6b,0.369439369
0,RNA -> Protein,PanendothelialCellAntigen,Larp7,0.560105606
0,RNA -> Protein,PanendothelialCellAntigen,Lhx1,0.103395006
0,RNA -> Protein,PanendothelialCellAntigen,Ncam1,0.593998887
0,RNA -> Protein,PanendothelialCellAntigen,Nsg2,0.102354858
0,RNA -> Protein,PanendothelialCellAntigen,Polr1b,0.647952081
0,RNA -> Protein,PanendothelialCellAntigen,Rpl17-ps8,0.553225428
0,RNA -> Protein,PanendothelialCellAntigen,Sdf2l1,0.26060619
0,RNA -> Niche,Zfp157,Six2,0.296313608
0,RNA -> Protein,PanendothelialCellAntigen,Tcf7l2,0.316317376
0,RNA -> Protein,PanendothelialCellAntigen,Tomm6,0.832758327
0,RNA -> Protein,SiglecH.SIGLEC,Aagab,0.441811429
0,RNA -> Protein,SiglecH.SIGLEC,Adgrl2,0.63471555
0,RNA -> Protein,SiglecH.SIGLEC,Ccdc34,0.533927278
0,RNA -> Protein,SiglecH.SIGLEC,Dclk1,0.322156207
0,RNA -> Protein,SiglecH.SIGLEC,Echs1,0.519620686
0,RNA -> Protein,SiglecH.SIGLEC,Edf1,0.756354329
0,RNA -> Protein,SiglecH.SIGLEC,Fzd2,1
0,RNA -> Protein,SiglecH.SIGLEC,Hdac4,0.347519956
0,RNA -> Protein,SiglecH.SIGLEC,Irx2,0.737294327
0,RNA -> Protein,SiglecH.SIGLEC,Kdm6b,0.367133463
0,RNA -> Protein,SiglecH.SIGLEC,Larp7,0.478054238
0,RNA -> Protein,SiglecH.SIGLEC,Lhx1,0.097341507
0,RNA -> Protein,SiglecH.SIGLEC,Ncam1,0.648402465
0,RNA -> Protein,SiglecH.SIGLEC,Nsg2,0.081434442
0,RNA -> Protein,SiglecH.SIGLEC,Polr1b,0.599532671
0,RNA -> Protein,SiglecH.SIGLEC,Rpl17-ps8,0.539741236
0,RNA -> Protein,SiglecH.SIGLEC,Sdf2l1,0.322368294
2,RNA -> Niche,Zfp157,Six2,0.296313608
0,RNA -> Protein,SiglecH.SIGLEC,Tcf7l2,0.323794182
0,RNA -> Protein,SiglecH.SIGLEC,Tomm6,0.818492296
2,RNA -> Protein,CD102.ICAM2,Aagab,0.444734687
2,RNA -> Protein,CD102.ICAM2,Celsr2,0.261607639
2,RNA -> Protein,CD102.ICAM2,Chd3,0.123411291
2,RNA -> Protein,CD102.ICAM2,Dcx,0.487369441
2,RNA -> Protein,CD102.ICAM2,Elavl2,0.476953384
2,RNA -> Protein,CD102.ICAM2,Fabp7,0.136972815
2,RNA -> Protein,CD102.ICAM2,Fzd2,0.985625812
2,RNA -> Protein,CD102.ICAM2,Gli3,0.294699398
2,RNA -> Protein,CD102.ICAM2,Hapln1,0.140819786
2,RNA -> Protein,CD102.ICAM2,Hmga1-rs1,0.114293961
2,RNA -> Protein,CD102.ICAM2,Hspa4l,0.437062453
2,RNA -> Protein,CD102.ICAM2,Id2,0.641637167
2,RNA -> Protein,CD102.ICAM2,Mfap2,0.609087342
2,RNA -> Protein,CD102.ICAM2,Pak3,0.265048664
10,RNA -> Niche,Zfp157,Six2,0.296313608
2,RNA -> Protein,CD102.ICAM2,Tbx1,0.333956481
2,RNA -> Protein,CD102.ICAM2,Tcf7l2,0.187455711
2,RNA -> Protein,CD102.ICAM2,Tfap2b,0.148509965
2,RNA -> Protein,CD102.ICAM2,Vcan,0.107750688
2,RNA -> Protein,CD102.ICAM2,Zeb2,0.473835882
2,RNA -> Protein,CD117.KIT,Aagab,0.406592241
2,RNA -> Protein,CD117.KIT,Celsr2,0.163313216
2,RNA -> Protein,CD117.KIT,Chd3,0.084883831
2,RNA -> Protein,CD117.KIT,Dcx,0.503109744
2,RNA -> Protein,CD117.KIT,Elavl2,0.437043544
2,RNA -> Protein,CD117.KIT,Fabp7,0.074813283
2,RNA -> Protein,CD117.KIT,Fzd2,1
2,RNA -> Protein,CD117.KIT,Gli3,0.377955176
2,RNA -> Protein,CD117.KIT,Hapln1,0.133618774
2,RNA -> Protein,CD117.KIT,Hmga1-rs1,0.079567644
2,RNA -> Protein,CD117.KIT,Hspa4l,0.358511088
2,RNA -> Protein,CD117.KIT,Id2,0.551328885
2,RNA -> Protein,CD117.KIT,Mfap2,0.542432108
2,RNA -> Protein,CD117.KIT,Pak3,0.197062599
10,RNA -> Niche,Capn6,Six2,0.293047363
2,RNA -> Protein,CD117.KIT,Tbx1,0.329606646
2,RNA -> Protein,CD117.KIT,Tcf7l2,0.259005438
